Protein.IDs	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3
ENSG00000106803	21.5346429500666	22.6921940525118	22.3119101444443	22.7871995409503	23.057103959823	23.0812669208483	23.3015933174845	23.3178277104575	23.1868577924079	22.5523895452657	22.3826873457191	22.9422410074267	23.035317966299	22.6787625940614	22.8503173403026	22.6941512590903
ENSG00000125995	20.0940364369395	19.8455206784861	19.950914658129	19.4758561092845	19.0229637553359	18.56040747503	18.8573857412068	19.641106250935	19.6046002815279	19.2102670509925	19.5003400786697	19.5746120043586	17.8157210126482	18.066709385719	18.9552355544687	17.4534635635637
ENSG00000156976	26.9291997040311	27.0343316659498	27.0576535052093	27.1104823539937	26.8171429336956	26.7960023656898	26.8251734741825	26.3384113239795	27.3326187286455	27.1382899267551	27.4516764709617	27.1964802623986	27.1606757699782	27.1683481674579	27.3251735379634	27.3519499105208
ENSG00000161960	26.9291997040311	27.0343316659498	27.0576535052093	27.1104823539937	26.8171429336956	26.7960023656898	26.8251734741825	26.3384113239795	27.3326187286455	27.1382899267551	27.4516764709617	27.1964802623986	27.1606757699782	27.1683481674579	27.3251735379634	27.3519499105208
ENSG00000147224	21.4481889159623	21.3049105321325	21.2888953551866	21.9789324561168	21.1520842669726	21.1999430739431	21.760565652439	18.9494049817487	21.2345017134983	20.9368966900195	21.085762894317	20.5180691246056	20.0191671872478	20.2754879956924	19.7601676575147	20.2124061379359
ENSG00000100902	24.4659414932633	24.5113521283267	24.6635663559679	24.6974215221453	24.3558860497	24.1182275865263	24.2362256255101	23.3421810357449	24.2863733205257	24.1984300532694	24.2387784877972	24.3100801925779	24.2609074771662	23.9923077271819	23.810490049074	24.4681810272162
ENSG00000197747	23.0830215304092	23.8923582642941	24.1114776593391	23.6915765561562	23.9649915708616	22.8326574990228	23.0971107451579	22.6477254217538	24.874270730106	24.8567609919659	24.5623817216233	24.9131929300205	24.4977748627897	23.62377256094	23.1026312481627	23.3455687587145
ENSG00000139998	21.8356094340585	22.2957207379745	22.0877386345931	22.1589707999632	21.7083884619524	21.5971887333906	21.2238791575286	21.9569872287122	21.0629605008701	20.6180915071301	20.6371484312633	21.2245269642728	21.6418735879804	20.6681301523147	21.0702519973034	20.8885916523775
ENSG00000166128	21.8356094340585	22.2957207379745	22.0877386345931	22.1589707999632	21.7083884619524	21.5971887333906	21.2238791575286	21.9569872287122	21.0629605008701	20.6180915071301	20.6371484312633	21.2245269642728	21.6418735879804	20.6681301523147	21.0702519973034	20.8885916523775
ENSG00000167461	21.8356094340585	22.2957207379745	22.0877386345931	22.1589707999632	21.7083884619524	21.5971887333906	21.2238791575286	21.9569872287122	21.0629605008701	20.6180915071301	20.6371484312633	21.2245269642728	21.6418735879804	20.6681301523147	21.0702519973034	20.8885916523775
ENSG00000129128	21.0865405576406	21.0093584579678	21.101429449562	21.2153125859126	20.3659165700167	21.6911079342782	21.4760044965349	21.4600398712071	21.3135717252187	20.5933181691349	20.7405713442633	20.7403242862884	20.7319818819629	20.2786672399464	20.4905218716745	20.7901066356607
ENSG00000104388	23.0779794118308	23.2498275570665	23.4049658617146	23.0805026738505	23.2606921656157	22.7826879336919	22.5148710160342	23.1119869900149	22.8112547336385	22.8654433110395	22.4492474048161	22.6483400257424	22.8470894700761	22.4103074541143	22.6794285541258	22.1805283792823
ENSG00000173207	22.0189295696831	20.9303417570703	21.7811675804756	21.5726521220362	21.1213615071444	21.7139771342515	21.9251704775271	20.1354587964708	22.0655923163323	21.0184881760615	21.4864520690471	21.4600898805677	20.5769935580314	21.0316715913533	20.854451440043	21.2062178794893
ENSG00000084733	23.1965102791483	23.3944061707532	23.3706597396773	23.0931338257212	23.2436092530048	22.8876809949513	22.8650845561441	22.6783972595986	23.3220986915902	23.0629440369171	23.0798844759006	22.9642689410989	22.474495181172	22.4313506894715	22.6927474453229	21.9267274274895
ENSG00000143545	23.1965102791483	23.3944061707532	23.3706597396773	23.0931338257212	23.2436092530048	22.8876809949513	22.8650845561441	22.6783972595986	23.3220986915902	23.0629440369171	23.0798844759006	22.9642689410989	22.474495181172	22.4313506894715	22.6927474453229	21.9267274274895
ENSG00000072401	23.2525297345765	23.1677550130352	23.2035917583852	23.483945640419	22.9492232868325	22.9991384536873	22.3494345830479	21.5895743462373	24.0441853068863	23.618853261242	24.2819950943298	24.0810718324391	22.5217154459051	23.4641348925917	23.0939558696076	23.3147890026898
